Removed Pin From Net: NetName=VCC_Sense Pin=R24-1
Removed Pin From Net: NetName=Ard_A7 Pin=R24-2
Removed Pin From Net: NetName=V12P0_Sense Pin=R25-1
Removed Pin From Net: NetName=Ard_A0 Pin=R25-2
Removed Pin From Net: NetName=V5P0_S_Sense Pin=R26-1
Removed Pin From Net: NetName=Ard_A1 Pin=R26-2
Removed Pin From Net: NetName=V5P0_Sense Pin=R27-1
Removed Pin From Net: NetName=Ard_A2 Pin=R27-2
Removed Pin From Net: NetName=V3P3 Pin=R28-1
Removed Pin From Net: NetName=Ard_A3 Pin=R28-2
Removed Member From Class: ClassName=Designator Member=R27
Removed Member From Class: ClassName=Designator Member=R28
Removed Member From Class: ClassName=R25_Nets Member=Ard_A0
Removed Member From Class: ClassName=R26_Nets Member=Ard_A1
Removed Member From Class: ClassName=R27_Nets Member=Ard_A2
Removed Member From Class: ClassName=R28_Nets Member=Ard_A3
Removed Member From Class: ClassName=R24_Nets Member=Ard_A7
Removed Member From Class: ClassName=J2_Nets Member=Ard_D9
Removed Member From Class: ClassName=TB1_Nets Member=Ard_D9
Removed Member From Class: ClassName=J2_Nets Member=Ard_D10
Removed Member From Class: ClassName=TB1_Nets Member=Ard_D10
Removed Member From Class: ClassName=J2_Nets Member=Ard_D11
Removed Member From Class: ClassName=TB1_Nets Member=Ard_D11
Removed Member From Class: ClassName=J2_Nets Member=Ard_D12
Removed Member From Class: ClassName=TB1_Nets Member=Ard_D12
Removed Member From Class: ClassName=R28_Nets Member=V3P3
Removed Member From Class: ClassName=R26_Nets Member=V5P0_S_Sense
Removed Member From Class: ClassName=R27_Nets Member=V5P0_Sense
Removed Member From Class: ClassName=R25_Nets Member=V12P0_Sense
Removed Member From Class: ClassName=R24_Nets Member=VCC_Sense
Change Component Footprint: Designator=R26 Old Footprint=RESC2013X50X30LL20T20 New Footprint=0603
Change Component Footprint: Designator=R24 Old Footprint=RESC2013X50X30LL20T20 New Footprint=FP-CRCW0805-e3-IPC_C
Change Component Footprint: Designator=R25 Old Footprint=RESC2013X50X30LL20T20 New Footprint=FP-CRCW0805-e3-IPC_C
Change Component Footprint: Designator=R27 Old Footprint=RESC2013X50X30LL20T20 New Footprint=RESC1609X50X30NL8T20
Change Component Footprint: Designator=R28 Old Footprint=RESC2013X50X30LL20T20 New Footprint=RESC1609X50X30NL8T20
Change Component Comment : Designator=R27 Old Comment=CRCW08050000Z0EA New Comment=CRCW060310K0FKEA
Change Component Comment : Designator=R28 Old Comment=CRCW08050000Z0EA New Comment=CRCW060310K0FKEA
Change Component Comment : Designator=R25 Old Comment=CRCW08050000Z0EA New Comment=CRCW0805160KFKEA
Change Component Comment : Designator=R24 Old Comment=CRCW08050000Z0EA New Comment=CRCW0805470KFKEA
Change Component Comment : Designator=R26 Old Comment=CRCW08050000Z0EA New Comment=RC0603FR-0710KL
Change Managed Component Library Link : Designator=R24 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID=72A97697-1645-4E73-8D16-EA222C200573 Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=4D2D6D3C-3064-4DF3-B8A2-03730CAE775F
Change Managed Component Library Link : Designator=R25 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID=1D54DB4C-C8A1-4172-9977-0C4CAF0559DA Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=2A619318-5737-4240-B066-446582736BAD
Change Managed Component Library Link : Designator=R27 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID=1DB640A7-01FA-40C0-9C6B-F8AB2FC9493E Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=CD1C2C1B-133A-4F07-A6D2-1D76A18A9CF7
Change Managed Component Library Link : Designator=R28 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID=1DB640A7-01FA-40C0-9C6B-F8AB2FC9493E Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=CD1C2C1B-133A-4F07-A6D2-1D76A18A9CF7
Change Managed Component Library Link : Designator=R26 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID= Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID= Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=
Change component parameters: Designator = "M4" ("M4"); Footprint = "TRANS_NexFET_Q5"; UniqueID = "\TGPOKRRE\JAQYGXUC" ("\TGPOKRRE\JAQYGXUC")
Added Pin To Net: NetName=MUX_S2 Pin=U5-9
Added Net: Name=MUX_S2
Added Pin To Net: NetName=NetC22_2 Pin=C22-2
Added Pin To Net: NetName=NetC22_2 Pin=U7-3
Added Net: Name=NetC22_2
Added Pin To Net: NetName=NetC23_2 Pin=C23-2
Added Pin To Net: NetName=NetC23_2 Pin=U7-2
Added Net: Name=NetC23_2
Added Pin To Net: NetName=NetC39_2 Pin=C39-2
Added Pin To Net: NetName=NetC39_2 Pin=U6-A6
Added Net: Name=NetC39_2
Added Pin To Net: NetName=NetC41_2 Pin=C41-2
Added Pin To Net: NetName=NetC41_2 Pin=U6-A8
Added Net: Name=NetC41_2
Added Pin To Net: NetName=NetC57_2 Pin=C57-2
Added Pin To Net: NetName=NetC57_2 Pin=U8-A6
Added Net: Name=NetC57_2
Added Pin To Net: NetName=NetC59_2 Pin=C59-2
Added Pin To Net: NetName=NetC59_2 Pin=U8-A8
Added Net: Name=NetC59_2
Added Pin To Net: NetName=NetL5_1 Pin=L5-1
Added Pin To Net: NetName=NetL5_1 Pin=U6-G10
Added Pin To Net: NetName=NetL5_1 Pin=U6-G11
Added Pin To Net: NetName=NetL5_1 Pin=U6-H10
Added Pin To Net: NetName=NetL5_1 Pin=U6-H11
Added Pin To Net: NetName=NetL5_1 Pin=U6-J10
Added Pin To Net: NetName=NetL5_1 Pin=U6-J11
Added Pin To Net: NetName=NetL5_1 Pin=U6-K10
Added Pin To Net: NetName=NetL5_1 Pin=U6-K11
Added Net: Name=NetL5_1
Added Pin To Net: NetName=NetL5_2 Pin=L5-2
Added Pin To Net: NetName=NetL5_2 Pin=U6-G4
Added Pin To Net: NetName=NetL5_2 Pin=U6-G5
Added Pin To Net: NetName=NetL5_2 Pin=U6-H4
Added Pin To Net: NetName=NetL5_2 Pin=U6-H5
Added Pin To Net: NetName=NetL5_2 Pin=U6-J4
Added Pin To Net: NetName=NetL5_2 Pin=U6-J5
Added Pin To Net: NetName=NetL5_2 Pin=U6-K4
Added Pin To Net: NetName=NetL5_2 Pin=U6-K5
Added Net: Name=NetL5_2
Added Pin To Net: NetName=NetL6_1 Pin=L6-1
Added Pin To Net: NetName=NetL6_1 Pin=U8-G10
Added Pin To Net: NetName=NetL6_1 Pin=U8-G11
Added Pin To Net: NetName=NetL6_1 Pin=U8-H10
Added Pin To Net: NetName=NetL6_1 Pin=U8-H11
Added Pin To Net: NetName=NetL6_1 Pin=U8-J10
Added Pin To Net: NetName=NetL6_1 Pin=U8-J11
Added Pin To Net: NetName=NetL6_1 Pin=U8-K10
Added Pin To Net: NetName=NetL6_1 Pin=U8-K11
Added Net: Name=NetL6_1
Added Pin To Net: NetName=NetL6_2 Pin=L6-2
Added Pin To Net: NetName=NetL6_2 Pin=U8-G4
Added Pin To Net: NetName=NetL6_2 Pin=U8-G5
Added Pin To Net: NetName=NetL6_2 Pin=U8-H4
Added Pin To Net: NetName=NetL6_2 Pin=U8-H5
Added Pin To Net: NetName=NetL6_2 Pin=U8-J4
Added Pin To Net: NetName=NetL6_2 Pin=U8-J5
Added Pin To Net: NetName=NetL6_2 Pin=U8-K4
Added Pin To Net: NetName=NetL6_2 Pin=U8-K5
Added Net: Name=NetL6_2
Added Pin To Net: NetName=NetR27_1 Pin=R27-1
Added Pin To Net: NetName=NetR27_1 Pin=U6-E1
Added Net: Name=NetR27_1
Added Pin To Net: NetName=NetR27_2 Pin=R27-2
Added Pin To Net: NetName=NetR27_2 Pin=U6-D1
Added Net: Name=NetR27_2
Added Pin To Net: NetName=NetR28_2 Pin=R28-2
Added Pin To Net: NetName=NetR28_2 Pin=U6-A5
Added Net: Name=NetR28_2
Added Pin To Net: NetName=NetR30_2 Pin=R30-2
Added Pin To Net: NetName=NetR30_2 Pin=R31-1
Added Pin To Net: NetName=NetR30_2 Pin=U6-A12
Added Net: Name=NetR30_2
Added Pin To Net: NetName=NetR32_1 Pin=R32-1
Added Pin To Net: NetName=NetR32_1 Pin=U8-E1
Added Net: Name=NetR32_1
Added Pin To Net: NetName=NetR32_2 Pin=R32-2
Added Pin To Net: NetName=NetR32_2 Pin=U8-D1
Added Net: Name=NetR32_2
Added Pin To Net: NetName=NetR33_2 Pin=R33-2
Added Pin To Net: NetName=NetR33_2 Pin=U8-A5
Added Net: Name=NetR33_2
Added Pin To Net: NetName=NetR34_2 Pin=R34-2
Added Pin To Net: NetName=NetR34_2 Pin=R35-1
Added Pin To Net: NetName=NetR34_2 Pin=U8-A12
Added Net: Name=NetR34_2
Added Pin To Net: NetName=NetU6_A9 Pin=U6-A9
Added Pin To Net: NetName=NetU6_A9 Pin=U6-A11
Added Net: Name=NetU6_A9
Added Pin To Net: NetName=NetU8_A9 Pin=U8-A9
Added Pin To Net: NetName=NetU8_A9 Pin=U8-A11
Added Net: Name=NetU8_A9
Added Pin To Net: NetName=NetU8_B2 Pin=U8-B2
Added Pin To Net: NetName=NetU8_B2 Pin=U8-B3
Added Pin To Net: NetName=NetU8_B2 Pin=U8-B4
Added Pin To Net: NetName=NetU8_B2 Pin=U8-B5
Added Pin To Net: NetName=NetU8_B2 Pin=U8-B6
Added Pin To Net: NetName=NetU8_B2 Pin=U8-B7
Added Pin To Net: NetName=NetU8_B2 Pin=U8-B8
Added Pin To Net: NetName=NetU8_B2 Pin=U8-B9
Added Pin To Net: NetName=NetU8_B2 Pin=U8-C2
Added Pin To Net: NetName=NetU8_B2 Pin=U8-C3
Added Pin To Net: NetName=NetU8_B2 Pin=U8-C4
Added Pin To Net: NetName=NetU8_B2 Pin=U8-C5
Added Pin To Net: NetName=NetU8_B2 Pin=U8-C6
Added Pin To Net: NetName=NetU8_B2 Pin=U8-C7
Added Pin To Net: NetName=NetU8_B2 Pin=U8-C8
Added Pin To Net: NetName=NetU8_B2 Pin=U8-C9
Added Pin To Net: NetName=NetU8_B2 Pin=U8-D2
Added Pin To Net: NetName=NetU8_B2 Pin=U8-D3
Added Pin To Net: NetName=NetU8_B2 Pin=U8-D4
Added Pin To Net: NetName=NetU8_B2 Pin=U8-D5
Added Pin To Net: NetName=NetU8_B2 Pin=U8-D6
Added Pin To Net: NetName=NetU8_B2 Pin=U8-D7
Added Pin To Net: NetName=NetU8_B2 Pin=U8-D8
Added Pin To Net: NetName=NetU8_B2 Pin=U8-D9
Added Pin To Net: NetName=NetU8_B2 Pin=U8-E2
Added Pin To Net: NetName=NetU8_B2 Pin=U8-E3
Added Pin To Net: NetName=NetU8_B2 Pin=U8-E4
Added Pin To Net: NetName=NetU8_B2 Pin=U8-E5
Added Net: Name=NetU8_B2
Added Pin To Net: NetName=SGND Pin=C39-1
Added Pin To Net: NetName=SGND Pin=C40-1
Added Pin To Net: NetName=SGND Pin=C41-1
Added Pin To Net: NetName=SGND Pin=C57-1
Added Pin To Net: NetName=SGND Pin=C58-1
Added Pin To Net: NetName=SGND Pin=C59-1
Added Pin To Net: NetName=SGND Pin=R31-2
Added Pin To Net: NetName=SGND Pin=R35-2
Added Pin To Net: NetName=SGND Pin=U6-A1
Added Pin To Net: NetName=SGND Pin=U6-A2
Added Pin To Net: NetName=SGND Pin=U6-A3
Added Pin To Net: NetName=SGND Pin=U6-A4
Added Pin To Net: NetName=SGND Pin=U6-A7
Added Pin To Net: NetName=SGND Pin=U6-A10
Added Pin To Net: NetName=SGND Pin=U6-B1
Added Pin To Net: NetName=SGND Pin=U6-B10
Added Pin To Net: NetName=SGND Pin=U6-B11
Added Pin To Net: NetName=SGND Pin=U6-B12
Added Pin To Net: NetName=SGND Pin=U6-B13
Added Pin To Net: NetName=SGND Pin=U6-B14
Added Pin To Net: NetName=SGND Pin=U6-C10
Added Pin To Net: NetName=SGND Pin=U6-C11
Added Pin To Net: NetName=SGND Pin=U6-C12
Added Pin To Net: NetName=SGND Pin=U6-D10
Added Pin To Net: NetName=SGND Pin=U6-D11
Added Pin To Net: NetName=SGND Pin=U6-D12
Added Pin To Net: NetName=SGND Pin=U6-D14
Added Pin To Net: NetName=SGND Pin=U6-E10
Added Pin To Net: NetName=SGND Pin=U6-E11
Added Pin To Net: NetName=SGND Pin=U6-E12
Added Pin To Net: NetName=SGND Pin=U6-E14
Added Pin To Net: NetName=SGND Pin=U8-A1
Added Pin To Net: NetName=SGND Pin=U8-A2
Added Pin To Net: NetName=SGND Pin=U8-A3
Added Pin To Net: NetName=SGND Pin=U8-A4
Added Pin To Net: NetName=SGND Pin=U8-A7
Added Pin To Net: NetName=SGND Pin=U8-A10
Added Pin To Net: NetName=SGND Pin=U8-B10
Added Pin To Net: NetName=SGND Pin=U8-B11
Added Pin To Net: NetName=SGND Pin=U8-B12
Added Pin To Net: NetName=SGND Pin=U8-B13
Added Pin To Net: NetName=SGND Pin=U8-B14
Added Pin To Net: NetName=SGND Pin=U8-C10
Added Pin To Net: NetName=SGND Pin=U8-C11
Added Pin To Net: NetName=SGND Pin=U8-C12
Added Pin To Net: NetName=SGND Pin=U8-D10
Added Pin To Net: NetName=SGND Pin=U8-D11
Added Pin To Net: NetName=SGND Pin=U8-D12
Added Pin To Net: NetName=SGND Pin=U8-D14
Added Pin To Net: NetName=SGND Pin=U8-E10
Added Pin To Net: NetName=SGND Pin=U8-E11
Added Pin To Net: NetName=SGND Pin=U8-E12
Added Pin To Net: NetName=SGND Pin=U8-E14
Added Net: Name=SGND
Added Pin To Net: NetName=V5P0_12V_EN Pin=C23-1
Added Pin To Net: NetName=V5P0_12V_EN Pin=R28-1
Added Pin To Net: NetName=V5P0_12V_EN Pin=R33-1
Added Pin To Net: NetName=V5P0_12V_EN Pin=U7-1
Added Net: Name=V5P0_12V_EN
Added Pin To Net: NetName=V12P0_SYNC Pin=U6-C1
Added Pin To Net: NetName=V12P0_SYNC Pin=U8-B1
Added Net: Name=V12P0_SYNC
Added Pin To Net: NetName=VTHRUST_Sense Pin=R24-2
Added Pin To Net: NetName=VTHRUST_Sense Pin=R25-2
Added Pin To Net: NetName=VTHRUST_Sense Pin=U5-5
Added Net: Name=VTHRUST_Sense
Added Class: Name=C22_Nets
Added Class: Name=C23_Nets
Added Class: Name=C24_Nets
Added Class: Name=C25_Nets
Added Class: Name=C26_Nets
Added Class: Name=C27_Nets
Added Class: Name=C28_Nets
Added Class: Name=C29_Nets
Added Class: Name=C30_Nets
Added Class: Name=C31_Nets
Added Class: Name=C32_Nets
Added Class: Name=C33_Nets
Added Class: Name=C34_Nets
Added Class: Name=C35_Nets
Added Class: Name=C36_Nets
Added Class: Name=C37_Nets
Added Class: Name=C38_Nets
Added Class: Name=C39_Nets
Added Class: Name=C40_Nets
Added Class: Name=C41_Nets
Added Class: Name=C42_Nets
Added Class: Name=C43_Nets
Added Class: Name=C44_Nets
Added Class: Name=C45_Nets
Added Class: Name=C46_Nets
Added Class: Name=C47_Nets
Added Class: Name=C48_Nets
Added Class: Name=C49_Nets
Added Class: Name=C50_Nets
Added Class: Name=C51_Nets
Added Class: Name=C52_Nets
Added Class: Name=C53_Nets
Added Class: Name=C54_Nets
Added Class: Name=C55_Nets
Added Class: Name=C56_Nets
Added Class: Name=C57_Nets
Added Class: Name=C58_Nets
Added Class: Name=C59_Nets
Added Class: Name=L5_Nets
Added Class: Name=L6_Nets
Added Class: Name=R30_Nets
Added Class: Name=R31_Nets
Added Class: Name=R32_Nets
Added Class: Name=R33_Nets
Added Class: Name=R34_Nets
Added Class: Name=R35_Nets
Added Class: Name=U5_Nets
Added Class: Name=U6_Nets
Added Class: Name=U7_Nets
Added Class: Name=U8_Nets
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C22 C1608X7R1H334K080AC
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C23 CGA3E2X7R1H104K080AA
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C24 12101C225KAT2A
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C25 12101C225KAT2A
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C26 12101C225KAT2A
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C27 12101C225KAT2A
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C28 12101C225KAT2A
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C29 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C30 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C31 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C32 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C33 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C34 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C35 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C36 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C37 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C38 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C39 GRM188R71E473KA01D
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C40 C1608C0G1H560J080AA
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C41 GRM188R72A472KA01D
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C42 12101C225KAT2A
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C43 12101C225KAT2A
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C44 12101C225KAT2A
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C45 12101C225KAT2A
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C46 12101C225KAT2A
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C47 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C48 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C49 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C50 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C51 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C52 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C53 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C54 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C55 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C56 GRM32ER71H106KA12L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C57 GRM188R71E473KA01D
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C58 C1608C0G1H560J080AA
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component C59 GRM188R72A472KA01D
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component L5 HCV1206-R42-R
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component L6 HCV1206-R42-R
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component R27 CRCW060310K0FKEA
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component R28 CRCW060310K0FKEA
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component R30 CRCW060310K0FKEA
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component R31 RC0603FR-071K65L
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component R32 CRCW060310K0FKEA
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component R33 CRCW060310K0FKEA
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component R34 CRCW060310K0FKEA
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component R35 RC0603FR-071K65L
Added Member To Class: ClassName=Designator Member=Component U5 74HC4051PW,118
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component U6 PI3740-00-LGIZ
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component U7 L78L05ACUTR
Added Member To Class: ClassName=Sht2-V12P0_reg Member=Component U8 PI3740-00-LGIZ
Added Member To Class: ClassName=R26_Nets Member=Wire Ard_D6
Added Member To Class: ClassName=J2_Nets Member=Wire MUX_EN_L
Added Member To Class: ClassName=TB1_Nets Member=Wire MUX_EN_L
Added Member To Class: ClassName=J2_Nets Member=Wire MUX_S0
Added Member To Class: ClassName=TB1_Nets Member=Wire MUX_S0
Added Member To Class: ClassName=J2_Nets Member=Wire MUX_S1
Added Member To Class: ClassName=TB1_Nets Member=Wire MUX_S1
Added Member To Class: ClassName=J2_Nets Member=Wire MUX_S2
Added Member To Class: ClassName=TB1_Nets Member=Wire MUX_S2
Added Member To Class: ClassName=R27_Nets Member=Wire NetR27_1
Added Member To Class: ClassName=R27_Nets Member=Wire NetR27_2
Added Member To Class: ClassName=R28_Nets Member=Wire NetR28_2
Added Member To Class: ClassName=R25_Nets Member=Wire Sense_COM
Added Member To Class: ClassName=R26_Nets Member=Wire V3P3
Added Member To Class: ClassName=R28_Nets Member=Wire V5P0_12V_EN
Added Member To Class: ClassName=R24_Nets Member=Wire VBAT_THRUSTERS
Added Member To Class: ClassName=R24_Nets Member=Wire VTHRUST_Sense
Added Member To Class: ClassName=R25_Nets Member=Wire VTHRUST_Sense
Added Room: Name=Designator
Added Room: Name=Designator
